,vertexID,X.x,vertexCentrDegree,vertexCentrCloseness,vertexCentrBetweenness,vertexPageRank,vertexHub,vertexAuthority,Ranking,X.y,cluster,btw_centrality,vertexCentrEigen
352,HINDMAN M 2009-1,HINDMAN M 2009-1,0.04950495,0.236073237,0.000811417,0.001573069,0.090427971,0.090427971,270,329,7,171.2394489,0.090427971
353,HINDMAN M 2009-2,HINDMAN M 2009-2,0.070957096,0.231651376,0.001324979,0.001886091,0.302763601,0.302763601,103,434,10,273.6295796,0.302763601
320,HABERMAS JURGEN 1991,HABERMAS JURGEN 1991,0.034653465,0.239904988,0.000208814,0.001162371,0.120927613,0.120927613,280,544,3,58.27550232,0.120927613
588,WATTS D 2003,WATTS D 2003,0.034653465,0.2375539,0.000421447,0.001184988,0.099040877,0.099040877,325,474,3,123.2720938,0.099040877
85,BIMBER B 2000,BIMBER B 2000,0.0330033,0.229719484,0.000460486,0.001109951,0.081473945,0.081473945,382,370,3,97.36337682,0.081473945
523,RICE RE 1991,RICE RE 1991,0.04620462,0.232183908,0.000601776,0.001503622,0.109770107,0.109770107,260,572,9,117.2774005,0.109770107
122,BRANDON DP 2004,BRANDON DP 2004,0.044554455,0.236349454,0.000299637,0.001404047,0.141119121,0.141119121,213,476,9,88.83852107,0.141119121
217,DE BRUYN 2008,DE BRUYN 2008,0.0330033,0.232540292,0.000185535,0.001160325,0.091560927,0.091560927,352,471,3,54.01249026,0.091560927
360,HOLBERT RL 2012,HOLBERT RL 2012,0.044554455,0.228334589,0.000306323,0.001441886,0.06199329,0.06199329,368,260,7,68.18771464,0.06199329
297,GIDDENS A 1979,GIDDENS A 1979,0.044554455,0.234338747,0.000656382,0.001481082,0.117322104,0.117322104,248,568,9,152.0188054,0.117322104
362,HOWARD PN 2002,HOWARD PN 2002,0.031353135,0.224278312,0.000754584,0.001128277,0.044732678,0.044732678,454,387,2,151.4859806,0.044732678
363,HUFFAKER D 2010,HUFFAKER D 2010,0.0330033,0.229024943,0.000231843,0.001109876,0.095932123,0.095932123,358,390,5,69.92964007,0.095932123
364,HUMMON NP 1989,HUMMON NP 1989,0.02310231,0.232361963,0.001532273,0.000959898,0.074819158,0.074819158,410,96,5,281.3887385,0.074819158
365,IBARRA H 1992,IBARRA H 1992,0.062706271,0.235705951,0.000632804,0.001875674,0.163481294,0.163481294,162,489,5,157.2598985,0.163481294
366,IBARRA H 1995,IBARRA H 1995,0.04620462,0.237367803,0.000424102,0.001450865,0.143187024,0.143187024,199,586,5,113.0876549,0.143187024
90,BJORNEBORN L 2001,BJORNEBORN L 2001,0.024752475,0.227733935,0.000137884,0.000969667,0.055774428,0.055774428,458,580,1,35.27292609,0.055774428
368,IYENGAR S 2009,IYENGAR S 2009,0.057755776,0.238113949,0.001039486,0.001787883,0.10387808,0.10387808,207,261,7,148.9838111,0.10387808
369,IYENGAR S 2012,IYENGAR S 2012,0.056105611,0.230857143,0.001123521,0.001770846,0.075466726,0.075466726,277,40,7,249.4754654,0.075466726
271,FREEMAN LC 1977,FREEMAN LC 1977,0.0330033,0.235614308,0.000583992,0.001190475,0.066363117,0.066363117,383,73,3,120.501939,0.066363117
371,JANZ NK 1984,JANZ NK 1984,0.00660066,0.19771615,7.29E-05,0.000517407,0.003136899,0.003136899,597,109,4,14.09834166,0.003136899
372,JENKINS H 2006,JENKINS H 2006,0.090759076,0.237460815,0.007111732,0.002946625,0.116578282,0.116578282,127,332,2,1262.99688,0.116578282
409,LACLAU E 1985,LACLAU E 1985,0.04290429,0.229458538,0.000437612,0.001452814,0.059142474,0.059142474,373,273,8,128.6938463,0.059142474
581,VAN LOOY 2003,VAN LOOY 2003,0.04290429,0.229458538,0.000437612,0.001452814,0.059142474,0.059142474,374,275,8,128.6938463,0.059142474
375,JOHNSON J 1994,JOHNSON J 1994,0.034653465,0.225782414,0.000290813,0.001228849,0.077002083,0.077002083,392,391,5,95.99259128,0.077002083
376,JOHNSON TJ 2004,JOHNSON TJ 2004,0.047854785,0.226542056,0.00324985,0.00165306,0.047790048,0.047790048,345,171,6,682.4323158,0.047790048
377,JONES S 1998,JONES S 1998,0.03960396,0.223451327,0.000786858,0.001375234,0.067825474,0.067825474,385,443,5,168.3838966,0.067825474
378,JONES S 2005,JONES S 2005,0.02640264,0.215965788,0.000647469,0.001096482,0.023854668,0.023854668,535,440,2,140.3276931,0.023854668
322,HALAVAIS A 2000,HALAVAIS A 2000,0.0330033,0.231033168,0.000393871,0.00113396,0.08357395,0.08357395,377,448,3,102.3090109,0.08357395
380,JURIS JEFFREY 2008,JURIS JEFFREY 2008,0.075907591,0.230857143,0.001522666,0.002037626,0.305971979,0.305971979,95,358,10,357.6762548,0.305971979
381,JURIS JS 2012,JURIS JS 2012,0.03960396,0.221653255,0.000865605,0.001442098,0.046375169,0.046375169,421,321,2,135.1398788,0.046375169
382,KAID LL 1989,KAID LL 1989,0.03630363,0.214361514,0.001314897,0.001343485,0.033802117,0.033802117,466,241,4,252.6456557,0.033802117
356,HOANG H 2003,HOANG H 2003,0.0330033,0.230330673,0.000254969,0.001191525,0.072859977,0.072859977,393,184,3,145.6152873,0.072859977
412,LATOUR B 1987,LATOUR B 1987,0.0330033,0.236811254,0.002026718,0.001185387,0.097655876,0.097655876,314,347,3,372.8865089,0.097655876
414,LAZER D 2009,LAZER D 2009,0.0330033,0.231562858,0.001251946,0.001250772,0.047889364,0.047889364,416,45,3,252.7660359,0.047889364
386,KATZ E 1973,KATZ E 1973,0.024752475,0.221978022,0.000396708,0.000972859,0.037495081,0.037495081,514,529,5,94.08988554,0.037495081
387,KATZ J 2002,KATZ J 2002,0.052805281,0.238770686,0.000934577,0.001631542,0.15583943,0.15583943,173,216,5,213.1965607,0.15583943
388,KATZ J 2004,KATZ J 2004,0.03630363,0.235705951,0.00172925,0.00131098,0.073799858,0.073799858,342,444,5,363.8972206,0.073799858
389,KATZ JE 2002,KATZ JE 2002,0.087458746,0.240762813,0.002349762,0.002550766,0.218029059,0.218029059,108,336,5,456.1106923,0.218029059
390,KAWACHI I 2008,KAWACHI I 2008,0.0330033,0.237926973,0.001015007,0.001174833,0.08343918,0.08343918,344,124,5,206.9503842,0.08343918
483,NORRIS P 2001,NORRIS P 2001,0.0330033,0.24,0.001429882,0.001185059,0.110420388,0.110420388,285,250,3,315.2185885,0.110420388
361,HOLLINGSHEAD A 2000,HOLLINGSHEAD A 2000,0.044554455,0.236349454,0.000299637,0.001404047,0.141119121,0.141119121,214,479,9,88.83852107,0.141119121
542,SCOTT JOHN 1991,SCOTT JOHN 1991,0.0330033,0.239053254,0.000354088,0.001119813,0.124747413,0.124747413,282,545,3,105.2068263,0.124747413
16,ALBRECHT S 2007,ALBRECHT S 2007,0.031353135,0.228765572,0.000302461,0.001069894,0.078287999,0.078287999,402,480,3,68.52778945,0.078287999
141,BURKHARDT ME 1990,BURKHARDT ME 1990,0.031353135,0.232897771,0.000272951,0.001137288,0.082967338,0.082967338,375,604,3,89.19443275,0.082967338
333,HARTMAN RL 1989,HARTMAN RL 1989,0.031353135,0.232897771,0.000272951,0.001137288,0.082967338,0.082967338,376,605,3,89.19443275,0.082967338
397,KLEINBERG JM 1999,KLEINBERG JM 1999,0.102310231,0.241819633,0.002094739,0.002595052,0.431151809,0.431151809,37,300,10,397.3901109,0.431151809
398,KNOKE D 1990,KNOKE D 1990,0.085808581,0.231828615,0.000274707,0.002149126,0.39032718,0.39032718,66,510,10,68.59983097,0.39032718
391,KELMAN HC 1961,KELMAN HC 1961,0.031353135,0.225698324,0.000254287,0.001172041,0.061505216,0.061505216,435,552,3,77.24329414,0.061505216
126,BRODER A 2000-2,BRODER A 2000-2,0.024752475,0.227733935,0.000137884,0.000969667,0.055774428,0.055774428,459,582,1,35.27292609,0.055774428
401,KRACKHARDT D 1988-1,KRACKHARDT D 1988-1,0.041254125,0.231739962,0.000210551,0.001359857,0.075782415,0.075782415,348,81,2,57.97358774,0.075782415
402,KRACKHARDT D 1988-2,KRACKHARDT D 1988-2,0.094059406,0.240380801,0.001743356,0.002417387,0.404833221,0.404833221,51,459,10,401.8968868,0.404833221
403,KRACKHARDT D 1992,KRACKHARDT D 1992,0.04620462,0.237367803,0.000424102,0.001450865,0.143187024,0.143187024,200,587,5,113.0876549,0.143187024
461,MERTON RK 1968,MERTON RK 1968,0.031353135,0.229893778,0.000507473,0.001167059,0.062573298,0.062573298,412,10,3,112.4890444,0.062573298
530,ROGERS E 1983,ROGERS E 1983,0.031353135,0.229198185,0.000424042,0.001152134,0.064814579,0.064814579,413,577,3,123.531306,0.064814579
181,CHUNG CJ 2010,CHUNG CJ 2010,0.041254125,0.226626776,0.000452228,0.001353227,0.113142944,0.113142944,297,85,8,114.3156912,0.113142944
407,KSIAZEK TB 2011,KSIAZEK TB 2011,0.102310231,0.244059605,0.005210993,0.002902452,0.201340162,0.201340162,88,64,7,1232.09572,0.201340162
408,KWAK H 2010,KWAK H 2010,0.04290429,0.226626776,0.000952804,0.00148723,0.049897656,0.049897656,390,22,2,196.7830692,0.049897656
607,ZYWICA J 2008,ZYWICA J 2008,0.041254125,0.226626776,0.000452228,0.001353227,0.113142944,0.113142944,298,93,8,114.3156912,0.113142944
482,NEWMAN MEJ 2006,NEWMAN MEJ 2006,0.03630363,0.229632437,0.000745478,0.001310463,0.053914866,0.053914866,407,11,8,168.6167128,0.053914866
411,LARSSON AO 2012,LARSSON AO 2012,0.044554455,0.227819549,0.00104724,0.001539915,0.063371395,0.063371395,349,334,2,229.1850324,0.063371395
155,BUTLER BS 2001,BUTLER BS 2001,0.02970297,0.232808298,0.000286365,0.001049053,0.081737734,0.081737734,389,139,3,73.3000389,0.081737734
206,CULL N 1989,CULL N 1989,0.02970297,0.235431235,0.000609897,0.001083381,0.065818279,0.065818279,404,228,3,156.4041475,0.065818279
345,HERRING S 2005,HERRING S 2005,0.02970297,0.2375539,0.000420457,0.00104484,0.089651082,0.089651082,356,574,3,115.2356976,0.089651082
415,LE BON 1895,LE BON 1895,0.02310231,0.216351303,0.000171097,0.000932225,0.026866867,0.026866867,551,303,2,34.16288985,0.026866867
509,POSTMES T 1998,POSTMES T 1998,0.04290429,0.235065943,0.001529506,0.001422898,0.097411494,0.097411494,283,559,9,332.3688131,0.097411494
450,MARVIN C 1988,MARVIN C 1988,0.03960396,0.213155118,0.000598834,0.001370329,0.045366017,0.045366017,450,600,9,125.012717,0.045366017
27,ARUNACHALAM S 2000,ARUNACHALAM S 2000,0.02310231,0.223368964,8.09E-05,0.000936006,0.039340041,0.039340041,517,578,1,22.93964605,0.039340041
419,LEFEBVRE H 1991,LEFEBVRE H 1991,0.014851485,0.209326425,6.65E-05,0.000721575,0.016780996,0.016780996,580,418,2,13.42512625,0.016780996
471,MORRIS M 1996,MORRIS M 1996,0.02970297,0.232629559,0.000500877,0.001099973,0.070711878,0.070711878,403,201,3,115.9095463,0.070711878
421,LESSIG L 2008,LESSIG L 2008,0.037953795,0.229371688,0.000717658,0.001232908,0.106850058,0.106850058,322,311,2,242.0477021,0.106850058
422,LESTER L 2009,LESTER L 2009,0.02640264,0.21466525,0.000894449,0.001109723,0.017048634,0.017048634,548,322,2,180.8169389,0.017048634
501,PHELPS JE 2004,PHELPS JE 2004,0.02970297,0.232718894,0.000110858,0.001039763,0.092731935,0.092731935,372,472,3,37.57860265,0.092731935
424,LEWIS SC 2013,LEWIS SC 2013,0.047854785,0.232094983,0.001109081,0.001588461,0.07104299,0.07104299,317,126,2,254.122813,0.07104299
251,ENTMAN RM 1993,ENTMAN RM 1993,0.04290429,0.214969847,0.000339749,0.001517959,0.020825392,0.020825392,467,166,6,51.82460255,0.020825392
197,COOMBS WT 2007-1,COOMBS WT 2007-1,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,482,164,6,27.65703839,0.01924685
427,LI SB 2010,LI SB 2010,0.01650165,0.209471137,0.000358274,0.000785897,0.009307776,0.009307776,582,496,2,84.25809027,0.009307776
541,SCOTT J 2013,SCOTT J 2013,0.02970297,0.230330673,0.001122589,0.001171079,0.054294483,0.054294483,423,151,3,159.6866007,0.054294483
53,BARNETT GA 1985,BARNETT GA 1985,0.028052805,0.219644799,0.000258958,0.001060449,0.041529097,0.041529097,496,599,3,58.26496972,0.041529097
430,LIN N 2008,LIN N 2008,0.0330033,0.234701782,0.000190888,0.001118323,0.114033526,0.114033526,316,30,5,48.50158272,0.114033526
139,BURGESS JEAN 2009,BURGESS JEAN 2009,0.034653465,0.217750629,0.000559947,0.001320785,0.037294063,0.037294063,462,415,8,91.05658788,0.037294063
432,LING R 2002,LING R 2002,0.024752475,0.230155716,0.000465882,0.000936389,0.072176964,0.072176964,436,231,5,90.05288266,0.072176964
433,LING R 2008,LING R 2008,0.047854785,0.237181996,0.000332731,0.001478876,0.150272756,0.150272756,193,218,5,88.98778964,0.150272756
434,LING R 2012-1,LING R 2012-1,0.0330033,0.228076778,0.000278746,0.001164832,0.074423209,0.074423209,398,217,5,67.54470714,0.074423209
435,LING R 2012-2,LING R 2012-2,0.0330033,0.228076778,0.000278746,0.001164832,0.074423209,0.074423209,399,219,5,67.54470714,0.074423209
436,LIU H 2007,LIU H 2007,0.024752475,0.217126478,0.000201305,0.000987239,0.028935853,0.028935853,542,304,2,40.7448608,0.028935853
437,LIVINGSTONE S 2011,LIVINGSTONE S 2011,0.008250825,0.201262039,2.20E-05,0.000643564,0.004292921,0.004292921,595,353,11,4.463325917,0.004292921
54,BARNETT GA 1992,BARNETT GA 1992,0.028052805,0.219644799,0.000258958,0.001060449,0.041529097,0.041529097,495,598,3,58.26496972,0.041529097
439,LOCHNER K 1999,LOCHNER K 1999,0.044554455,0.235614308,0.000507301,0.001432053,0.124180742,0.124180742,239,192,5,112.111953,0.124180742
303,GOFFMAN E 1974,GOFFMAN E 1974,0.041254125,0.21323012,0.001127633,0.0014914,0.019135077,0.019135077,469,168,6,249.6679313,0.019135077
425,LEYDESDORFF L 2005,LEYDESDORFF L 2005,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,484,173,6,27.65703839,0.01924685
442,LUSHER D 2011,LUSHER D 2011,0.082508251,0.235065943,0.001020287,0.002131686,0.371098755,0.371098755,71,511,10,254.0823948,0.371098755
127,BROWN J 2007,BROWN J 2007,0.028052805,0.229806598,0.000489432,0.00105295,0.056284836,0.056284836,443,225,3,121.652951,0.056284836
444,MACY MW 2002,MACY MW 2002,0.031353135,0.237274863,0.000511592,0.001084009,0.088434826,0.088434826,350,46,7,121.2221363,0.088434826
202,COYLE JR 2001,COYLE JR 2001,0.028052805,0.229284904,0.000286254,0.001066414,0.058763038,0.058763038,442,550,3,84.58155021,0.058763038
446,MARGOLIS M 2000,MARGOLIS M 2000,0.04620462,0.233256351,0.001684051,0.001497103,0.138706346,0.138706346,206,460,4,320.2573203,0.138706346
447,MARSDEN PV 1984,MARSDEN PV 1984,0.059405941,0.238020424,0.001134026,0.001871737,0.134734327,0.134734327,176,490,5,249.8115425,0.134734327
448,MARSDEN PV 1987,MARSDEN PV 1987,0.04620462,0.235157159,0.000386696,0.00142338,0.143051993,0.143051993,208,31,5,90.48125705,0.143051993
252,ESAREY A 2008,ESAREY A 2008,0.028052805,0.219963702,0.000347077,0.001092363,0.03540585,0.03540585,501,147,3,71.99638036,0.03540585
261,FINHOLT T 1990,FINHOLT T 1990,0.037953795,0.219963702,0.000658241,0.001348324,0.052615532,0.052615532,434,588,9,131.7046518,0.052615532
451,MARWELL G 1993,MARWELL G 1993,0.099009901,0.237926973,0.001017392,0.002489235,0.420252339,0.420252339,43,312,10,194.8603643,0.420252339
452,MATTONI A 2012,MATTONI A 2012,0.02970297,0.21728218,0.000333553,0.001168905,0.02890461,0.02890461,516,323,2,109.9436431,0.02890461
453,MCCHESNEY R 1999,MCCHESNEY R 1999,0.014851485,0.206543967,0.000190961,0.000763717,0.010393501,0.010393501,586,404,2,37.81182281,0.010393501
454,MCLEOD JM 1996,MCLEOD JM 1996,0.054455446,0.237926973,0.001774684,0.001746874,0.109287739,0.109287739,201,41,5,354.1035958,0.109287739
455,MCLUHAN M 1964,MCLUHAN M 1964,0.037953795,0.225195095,0.000510233,0.001234595,0.124209137,0.124209137,300,375,5,112.5590264,0.124209137
456,MCPHEE RD 2000,MCPHEE RD 2000,0.085808581,0.231828615,0.000274707,0.002149126,0.39032718,0.39032718,67,512,10,68.59983097,0.39032718
311,GRANOVETTER M 1978,GRANOVETTER M 1978,0.028052805,0.233076923,0.000150826,0.001019426,0.085915519,0.085915519,387,542,3,60.62477687,0.085915519
458,MELUCCI A 1995,MELUCCI A 1995,0.082508251,0.24019025,0.001072979,0.002149093,0.349944072,0.349944072,77,156,10,256.7433516,0.349944072
459,MELUCCI ALBERTO 1989,MELUCCI ALBERTO 1989,0.075907591,0.230857143,0.001522666,0.002037626,0.305971979,0.305971979,96,360,10,357.6762548,0.305971979
318,GUOBIN YANG 2009,GUOBIN YANG 2009,0.028052805,0.219963702,0.000347077,0.001092363,0.03540585,0.03540585,502,148,3,71.99638036,0.03540585
396,KING G 2013,KING G 2013,0.028052805,0.219963702,0.000347077,0.001092363,0.03540585,0.03540585,503,149,3,71.99638036,0.03540585
462,MESCH G 2010,MESCH G 2010,0.066006601,0.234701782,0.001386264,0.002048403,0.138085045,0.138085045,166,221,5,287.370857,0.138085045
463,MOK D 2010,MOK D 2010,0.052805281,0.232451093,0.001839417,0.001698276,0.103731292,0.103731292,232,428,5,377.1646848,0.103731292
399,KRACKHARDT D 1986,KRACKHARDT D 1986,0.028052805,0.230243161,0.000400591,0.001050623,0.068941056,0.068941056,420,606,3,97.55114149,0.068941056
465,MONGE P 2008,MONGE P 2008,0.103960396,0.247346939,0.003238585,0.002740695,0.382538863,0.382538863,40,286,10,685.7725681,0.382538863
466,MONGE P 2011,MONGE P 2011,0.028052805,0.218693612,8.05E-05,0.000918708,0.112276827,0.112276827,395,409,10,19.97155079,0.112276827
460,MERAZ S 2009,MERAZ S 2009,0.028052805,0.228334589,0.000487132,0.00104853,0.045767196,0.045767196,455,9,3,97.40348715,0.045767196
502,PITKIN HF 1967,PITKIN HF 1967,0.028052805,0.222059362,0.001495517,0.001119892,0.034978208,0.034978208,476,296,3,285.6033703,0.034978208
469,MOROZOV E 2012,MOROZOV E 2012,0.011551155,0.208175885,0.000214766,0.000640254,0.007310009,0.007310009,588,366,2,53.79107941,0.007310009
24,ARAGON P 2013,ARAGON P 2013,0.02640264,0.224195339,0.000184033,0.000995407,0.039781268,0.039781268,493,70,3,43.24792275,0.039781268
35,BAEK YM 2012,BAEK YM 2012,0.02640264,0.214741318,0.000982809,0.001072364,0.023581026,0.023581026,536,233,3,206.2595831,0.023581026
235,DOERFEL M 1998,DOERFEL M 1998,0.034653465,0.220203488,0.000419627,0.001272633,0.048892476,0.048892476,445,87,8,109.168955,0.048892476
473,MOY P 1999,MOY P 1999,0.0330033,0.232808298,0.000436767,0.001152973,0.085184879,0.085184879,361,194,5,91.19733126,0.085184879
431,LINDGREN S 2009,LINDGREN S 2009,0.031353135,0.2178289,0.000520795,0.001189159,0.029831828,0.029831828,498,431,8,70.30664256,0.029831828
191,CONOVER MD 2012,CONOVER MD 2012,0.02640264,0.224195339,0.000184033,0.000995407,0.039781268,0.039781268,494,72,3,43.24792275,0.039781268
476,MUTZ DC 2002,MUTZ DC 2002,0.034653465,0.237926973,0.000750021,0.001172883,0.086610816,0.086610816,334,103,7,161.6583184,0.086610816
477,MUTZ DC 2006,MUTZ DC 2006,0.064356436,0.24524484,0.002203866,0.001957315,0.152908666,0.152908666,153,42,2,494.9897851,0.152908666
210,DAHLGREN P 2005,DAHLGREN P 2005,0.02640264,0.229806598,0.000414535,0.000994526,0.053383124,0.053383124,448,6,3,77.60230526,0.053383124
479,NEUBAUM G 2017,NEUBAUM G 2017,0.02970297,0.227477477,0.000253305,0.001067499,0.048902441,0.048902441,451,43,2,54.75913779,0.048902441
480,NEWMAN M 2006,NEWMAN M 2006,0.044554455,0.232183908,0.000653666,0.001443148,0.091893147,0.091893147,301,363,5,160.7634561,0.091893147
45,BAR-ILAN J 2004,BAR-ILAN J 2004,0.02310231,0.223368964,8.09E-05,0.000936006,0.039340041,0.039340041,518,579,1,22.93964605,0.039340041
472,MOSCOVICI S 2000,MOSCOVICI S 2000,0.028052805,0.225446429,0.000381599,0.001080458,0.040549895,0.040549895,468,90,8,86.79834959,0.040549895
237,DONATH J 2004,DONATH J 2004,0.02640264,0.219247467,0.000498747,0.001018923,0.042082383,0.042082383,499,424,3,98.88709952,0.042082383
273,FRIEDKIN NE 1991,FRIEDKIN NE 1991,0.02640264,0.234157651,0.000305281,0.000987007,0.056951488,0.056951488,441,74,3,72.73296571,0.056951488
485,NUERNBERGK C 2013,NUERNBERGK C 2013,0.028052805,0.221572212,0.000607775,0.001092107,0.034281249,0.034281249,497,131,2,131.5026849,0.034281249
486,OLSON MANCUR 1965,OLSON MANCUR 1965,0.122112211,0.250206441,0.00361567,0.003087213,0.48586805,0.48586805,23,313,10,536.2338005,0.48586805
487,PAPACHARISSI Z 2002,PAPACHARISSI Z 2002,0.037953795,0.224777448,0.001314322,0.001397697,0.041471295,0.041471295,422,133,2,288.2682012,0.041471295
488,PAPACHARISSI Z 2004,PAPACHARISSI Z 2004,0.031353135,0.230418251,0.000975187,0.001186734,0.050436838,0.050436838,428,132,2,215.1299509,0.050436838
489,PAPACHARISSI Z 2012,PAPACHARISSI Z 2012,0.056105611,0.232808298,0.001488876,0.001813617,0.085335564,0.085335564,247,305,2,330.4763715,0.085335564
420,LERMAN K 2010,LERMAN K 2010,0.02640264,0.228765572,0.000369484,0.000946684,0.070817384,0.070817384,437,29,3,81.7791381,0.070817384
491,PARK HW 2002-1,PARK HW 2002-1,0.090759076,0.233976834,0.000821754,0.002282243,0.39862836,0.39862836,58,420,10,166.4003336,0.39862836
445,MARCH J 1958,MARCH J 1958,0.02640264,0.228765572,0.000170676,0.001013366,0.066479788,0.066479788,440,596,3,65.95966207,0.066479788
468,MORGAN G 1986,MORGAN G 1986,0.02640264,0.225782414,0.00072333,0.001027597,0.050628637,0.050628637,460,432,3,177.0824525,0.050628637
531,ROGERS E 1995,ROGERS E 1995,0.02640264,0.222958057,0.000525617,0.000960081,0.101972348,0.101972348,396,523,3,113.6946345,0.101972348
495,PARK HW 2008-3,PARK HW 2008-3,0.125412541,0.245443499,0.002464325,0.003070674,0.614391819,0.614391819,16,513,10,560.0873405,0.614391819
496,PARK HW 2009,PARK HW 2009,0.155115512,0.251870324,0.005745732,0.003859809,0.694535859,0.694535859,8,462,10,1261.785791,0.694535859
11,ADARNIC LA 2005,ADARNIC LA 2005,0.024752475,0.214893617,0.001030445,0.000990717,0.039543888,0.039543888,524,413,3,217.6573371,0.039543888
498,PARKS MR 1996,PARKS MR 1996,0.061056106,0.228851964,0.000502146,0.001804282,0.174208036,0.174208036,165,377,5,123.875283,0.174208036
499,PENNOCK DM 2002,PENNOCK DM 2002,0.061056106,0.222876057,0.000143751,0.001618986,0.270079654,0.270079654,131,520,10,37.92074932,0.270079654
500,PETTY RE 1986,PETTY RE 1986,0.01320132,0.218378378,0,0.000620648,0.027547718,0.027547718,571,591,5,5.758772562,0.027547718
15,ALBERT S 1985,ALBERT S 1985,0.024752475,0.232718894,0.000186316,0.000952011,0.070493381,0.070493381,429,395,3,65.68658279,0.070493381
65,BARON RM 1986,BARON RM 1986,0.024752475,0.228420656,0.000124584,0.000950208,0.055786578,0.055786578,457,549,3,46.18424718,0.055786578
503,PODOLNY JM 1997,PODOLNY JM 1997,0.066006601,0.235522736,0.000595567,0.001905073,0.207644397,0.207644397,140,378,5,147.9001874,0.207644397
504,POLLETTA F 2001,POLLETTA F 2001,0.041254125,0.232718894,0.000753051,0.001348679,0.096384889,0.096384889,310,159,2,218.8325977,0.096384889
43,BANDURA A 1986,BANDURA A 1986,0.03630363,0.231562858,0.003423732,0.001346417,0.096826025,0.096826025,294,106,9,608.4655066,0.096826025
117,BOURDIEU PIERRE 1991,BOURDIEU PIERRE 1991,0.02640264,0.222059362,0.000553375,0.001049363,0.031403781,0.031403781,510,450,8,139.9069169,0.031403781
507,PORTES A 1993,PORTES A 1993,0.047854785,0.234974796,0.000432061,0.00147578,0.141515721,0.141515721,203,339,5,98.59536986,0.141515721
443,MACKINNON R 2008,MACKINNON R 2008,0.024752475,0.215198864,0.000974813,0.001009999,0.025949262,0.025949262,543,427,3,201.6949534,0.025949262
67,BAYM N 1995,BAYM N 1995,0.02640264,0.207961565,2.55E-05,0.00098059,0.034108368,0.034108368,555,601,9,7.182028248,0.034108368
510,PRIOR M 2007,PRIOR M 2007,0.056105611,0.2375539,0.001652128,0.001751015,0.098153808,0.098153808,216,262,2,393.9436864,0.098153808
511,PRIOR M 2013-1,PRIOR M 2013-1,0.044554455,0.220363636,0.000286147,0.001460622,0.047408912,0.047408912,418,104,7,61.45652926,0.047408912
512,PRIOR M 2013-2,PRIOR M 2013-2,0.044554455,0.228334589,0.000306323,0.001441886,0.06199329,0.06199329,369,263,7,68.18771464,0.06199329
42,BAMPO M 2008,BAMPO M 2008,0.02310231,0.231386025,0.000185028,0.000859816,0.080490998,0.080490998,425,277,3,49.36140127,0.080490998
128,BROWN JS 1991,BROWN JS 1991,0.02310231,0.221491228,0.000214112,0.00088336,0.042335932,0.042335932,521,563,3,55.70578094,0.042335932
129,BRUNDIDGE J 2010,BRUNDIDGE J 2010,0.02310231,0.225782414,0.000251018,0.000914628,0.038232496,0.038232496,509,3,3,55.84595433,0.038232496
57,BARNETT GA 1996,BARNETT GA 1996,0.02310231,0.217672414,2.64E-05,0.000896628,0.038602817,0.038602817,534,547,1,9.526478568,0.038602817
258,FESTINGER L 1954,FESTINGER L 1954,0.02310231,0.229371688,0.000146846,0.000915045,0.053948182,0.053948182,463,551,3,46.43521507,0.053948182
518,RAMIREZ A 2008,RAMIREZ A 2008,0.047854785,0.227733935,0.001001805,0.001498211,0.132147272,0.132147272,234,379,5,210.5685657,0.132147272
222,DEEPHOUSE DL 2000,DEEPHOUSE DL 2000,0.021452145,0.226796407,0,0.000869707,0.055823218,0.055823218,470,553,3,0.541597003,0.055823218
520,RESNICK P 2001,RESNICK P 2001,0.047854785,0.229284904,0.000217525,0.00147829,0.141028393,0.141028393,220,380,5,56.61623216,0.141028393
521,RHEINGOLD H 1993,RHEINGOLD H 1993,0.067656766,0.235797665,0.002994139,0.001988424,0.187899733,0.187899733,139,381,5,620.4921494,0.187899733
522,RHEINGOLD HOWARD 1994,RHEINGOLD HOWARD 1994,0.02310231,0.230068337,0.000117972,0.000901729,0.060058004,0.060058004,453,453,2,35.60360682,0.060058004
392,KIESLER S 1984,KIESLER S 1984,0.02640264,0.207961565,2.55E-05,0.00098059,0.034108368,0.034108368,556,602,9,7.182028248,0.034108368
374,JENKINS HENRY 2006,JENKINS HENRY 2006,0.02310231,0.213530655,3.53E-05,0.000931383,0.023895022,0.023895022,562,436,8,9.262320816,0.023895022
265,FOMBRUN C 1996,FOMBRUN C 1996,0.021452145,0.226796407,0,0.000869707,0.055823218,0.055823218,472,555,3,0.541597003,0.055823218
526,RIPLEY R 2010,RIPLEY R 2010,0.061056106,0.222876057,0.000143751,0.001618986,0.270079654,0.270079654,132,521,10,37.92074932,0.270079654
527,ROBINS G 2007,ROBINS G 2007,0.075907591,0.232540292,0.001834764,0.002054449,0.302564392,0.302564392,92,429,10,373.2279012,0.302564392
266,FOMBRUN C 2004,FOMBRUN C 2004,0.021452145,0.226796407,0,0.000869707,0.055823218,0.055823218,471,554,3,0.541597003,0.055823218
307,GOTSI M 2001,GOTSI M 2001,0.021452145,0.226796407,0,0.000869707,0.055823218,0.055823218,473,556,3,0.541597003,0.055823218
